,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19
item_7736,0.085115224,0.111302346,-0.3602205,-0.055640094,-0.70620376,0.26251897,0.22003111,0.0032824525,-0.0012963968,0.2676533,0.27564692,-0.097385645,-0.06813772,0.23640306,0.20281221,-0.67386204,-0.04976963,-0.28681377,-0.112858005
item_7737,0.036008947,-0.21410762,-0.24244094,-0.19805035,0.004188549,-0.21367867,-0.15506306,0.47089577,0.058005482,0.047423452,-0.15049374,0.16552396,0.18463956,0.58170027,-0.15437277,-0.091599405,0.47629216,-0.08802216,-0.24160406
item_7738,0.36457407,0.18391718,-0.0694543,0.18098679,0.29713964,0.40645766,-0.23650424,0.35643184,-0.1008429,0.10541412,0.51615036,-0.5290305,0.5397643,-0.4098971,-0.08531127,0.35759357,0.36917138,0.08343317,-0.17447203
item_7739,0.07780517,0.104108505,-0.5254344,0.14986637,-0.037068557,0.13927941,-0.08977677,0.27438676,-0.108805135,-0.3610309,0.48006567,0.6258453,0.37760913,0.2619326,-0.04815968,-0.1227539,0.3247907,0.0080774585,-0.27007657
item_7740,0.67680955,-0.28749475,-0.5261176,-0.27777272,0.116944924,-0.06949551,-0.18559876,0.55681,-0.6156369,0.18312998,-0.122882426,0.12463418,0.09601729,0.41198954,0.08655385,-0.1442226,-0.07825671,-0.25320816,-0.031063763
item_7741,-0.1693276,0.019363422,-0.21256757,-0.34173578,0.39974058,-0.11241565,-0.020744247,0.27128157,-0.56205225,-0.14492135,0.30827835,0.18456383,-0.02651108,-0.6692576,0.34017497,-0.058279432,-0.14138845,-0.48281887,-0.5137205
item_7742,0.06870172,-0.22111338,-0.043392662,-0.49761772,0.599105,0.14233957,0.073904626,-0.071237765,0.100391686,-0.20139477,0.020862471,0.17192075,0.35678506,-0.103734985,-0.14100315,0.010475698,-0.01012508,0.12839904,-0.22182451
item_7743,0.15153259,-0.13329689,-0.5528734,-0.013970057,-0.25686556,-0.025737796,-0.22963695,0.3589903,-0.43978682,0.39821446,0.07761642,-0.21158579,0.53159016,-0.21794106,0.27940422,-0.25231943,0.2698033,0.12151429,-0.36271513
item_7744,0.23539045,0.02430964,0.029504227,0.14903145,0.07871006,-0.13030769,-0.27981532,0.5090125,-0.6265269,0.22952516,-0.0025657015,-0.58411396,0.46357483,-0.5231712,-0.03535004,-0.33565786,0.75134295,-0.32450083,-0.051814996
item_7745,0.12511034,-0.028605653,0.048911273,0.07855272,0.092860065,0.05097917,0.20272042,0.0139262555,-0.1537308,0.16454978,0.4779504,-0.49500594,0.61031264,0.2613041,0.247995,-0.1529703,0.24081412,-0.28896928,-0.18294138
item_7746,0.40820006,0.25682202,0.70335543,-0.16379789,-0.047999978,0.15258391,-0.11403195,0.2918236,0.0306943,0.016691374,-0.11380026,-0.24118018,0.050901376,0.45825917,0.23693942,-0.09831878,-0.0110955965,0.2401507,-0.14069426
item_7747,0.24545906,0.23247173,-0.5911568,-0.22160652,-0.18060935,-0.24025172,-0.46910197,0.14022297,-0.51140654,0.11415653,0.0072871926,-0.04382706,0.14546256,0.124817,0.41355348,0.26235777,0.42229414,0.41457915,-0.50328773
item_7748,0.21965866,-0.24692613,-0.07488095,-0.043242168,-0.12769498,-0.25058058,0.04164256,0.24839088,-0.36531305,0.049629606,0.21679436,-0.18317492,0.5073073,0.20610376,0.0361321,0.10465887,0.3970559,-0.31321657,-0.3923373
item_7749,0.24130142,-0.041701943,-0.04625032,-0.032792855,-0.1039508,-0.62851197,-0.17585257,0.2026394,-0.02917253,0.062015478,0.2577515,-0.39160234,0.3283431,0.14067379,-0.23611951,-0.004662935,-0.18447948,0.0014128527,-0.12049627
item_7750,0.49160698,0.13749327,-0.41108525,-0.13576682,-0.09919499,0.085970975,-0.121402614,-0.07553585,-0.33591706,0.17552589,-0.04790619,-0.29811168,-0.064611,0.15436988,0.16524617,0.18690008,0.39833015,-0.23237425,-0.33225808
item_7751,0.19098106,-0.12631465,-0.35705075,-0.18782446,-0.20402955,-0.30111486,0.047185518,0.0005458217,-0.30543286,-0.094657585,0.32090798,-0.47864607,0.36319584,-0.18539234,-0.24063836,0.23444882,0.4881056,-0.45951787,-0.35090297
item_7752,-0.034239046,0.09995833,-0.5970322,-0.1849257,0.39755556,-0.10676084,-0.10944568,0.37492162,-0.9154468,-0.05088384,0.08522864,0.2482558,0.4411376,0.21579614,0.38903558,0.4794761,0.34887835,-0.21730365,0.096789576
item_7753,0.14768365,-0.19958353,-0.24570356,0.09714395,0.14051606,-0.37043735,0.15224576,0.48219204,-0.5077613,0.20282844,0.18509579,-0.17177494,0.4906743,0.22884016,-0.19044699,-0.10171659,0.36452028,-0.3072842,-0.37248555
item_7754,0.20640843,0.46602932,-0.28721377,0.24635132,0.42176148,0.41881925,-0.6942511,0.4565902,0.07991301,0.689525,0.740169,-0.20194271,-0.2754138,-0.04110969,0.11818642,0.23213148,0.40425676,-0.33054107,-0.2436804
item_7755,0.3436657,-0.26345298,-0.011851492,-0.05888648,-0.051129334,-0.30198142,0.5512177,0.36400452,-0.49190435,0.0759525,-0.13346376,0.32053414,0.4253561,0.049463473,0.43801644,0.14438435,0.03249366,-0.43206748,-0.39195454
item_7756,0.007395412,0.37643802,-0.40813643,-0.1766009,-0.008449596,-0.10715238,0.11582109,0.46645552,-0.15681918,0.22327547,0.21817341,-0.18055882,0.1594077,0.04428255,0.11011572,-0.15311207,0.4424302,0.12052372,-0.1398719
item_7757,0.19411775,-0.018330382,-0.47779718,0.056082185,-0.447948,0.16707712,0.2687925,0.76213056,-0.3870897,-0.35188016,0.104865365,-0.33697784,0.5996124,-0.42891094,0.43924573,-0.39841256,0.13993539,-0.07911574,-0.37796542
item_7758,0.23403618,0.2255373,0.018244766,-0.0013327694,-0.49750862,-0.087183,0.48489082,0.22253564,-0.5739988,-0.35107508,0.1348505,-0.33319062,0.4941264,-0.085882984,0.4612419,-0.05846431,-0.08329481,0.23660547,-0.375378
item_7759,-0.15783639,0.36580372,-0.06464821,-0.10599657,0.26979998,-0.11487681,0.053668,-0.15716904,-0.67898655,0.34473768,0.35965413,-0.33823517,-0.14335988,0.23133548,0.2422704,0.53471565,0.09500121,0.18289576,0.14264885
item_7760,0.17394921,-0.01356455,-0.039753407,0.24179478,-0.121200755,-0.014339698,-0.13465722,0.2228574,-0.20130853,0.0851137,-0.009255869,-0.55647427,0.017673302,0.009790368,0.14063813,0.093577474,0.36514077,-0.41967377,-0.27390367
item_7761,-0.1936716,-0.10995574,-0.15842724,-0.28351462,0.014496121,-0.08927196,0.10833469,0.13655414,-0.5543623,0.09023192,0.10791693,0.06412736,0.4916448,0.4881848,-0.32004642,-0.1330622,0.5477436,-0.29576045,-0.32195497
item_7762,0.306709,-0.25796768,-0.62824565,0.106639944,0.0011843872,0.015897598,-0.4296027,0.2092789,-0.6961747,0.22507875,0.11753096,0.35650477,0.32487854,0.012732741,0.30757606,-0.2228907,0.5257895,-0.15799433,0.026667658
item_7763,0.37118092,0.027484752,-0.13637885,-0.22574475,0.2273506,0.33241978,-0.6325116,0.23253554,0.505428,-0.19614549,-0.5624603,0.018220259,-0.31115595,0.032144986,0.26988727,-0.87017494,0.67816144,-0.22178376,-0.08530738
item_7764,0.12041361,0.21350953,-0.12277131,-0.27144274,-0.011245626,0.633692,-0.23698838,-0.21222433,-0.22093327,-0.2571059,0.06098842,-0.2223905,0.3649041,-0.03869072,-0.11443634,-0.26289204,0.40737858,0.04247916,-0.31766167
item_7765,0.260192,0.2089699,-0.38233945,-0.10755732,0.25505012,0.2833814,-0.10172816,-0.09328528,0.21660212,-0.3494623,0.4682865,0.2917748,-0.4256341,-0.33331716,0.047500778,-0.54557514,-0.15488732,0.4195575,0.2249731
item_7766,0.118069015,0.22071892,-0.2018592,-0.26044226,0.07325475,-0.18396543,-0.14391124,0.34609753,-0.34413573,0.278916,-0.014775184,-0.2604136,-0.20806746,-0.11868855,-0.00059978775,0.004255751,0.046564993,-0.12575664,-0.45343152
item_7767,0.26315165,0.14130759,-0.47956377,0.038995914,-0.05582069,-0.054205827,-0.0071952515,0.6579255,-0.65864927,0.45939276,-0.10627733,-0.027596854,0.421881,-0.017415728,0.23646131,0.08891255,0.017358255,-0.5445318,-0.7033215
item_7768,0.31059995,-0.24592704,-0.38335484,-0.35886267,0.041788165,0.29028544,0.041885227,-0.1879047,-0.86886436,-0.07663229,-0.04255915,-0.09990927,-0.10666496,-0.09590443,0.24571483,-0.43715054,0.53657997,-0.2746894,-0.283051
item_7769,-0.15812372,0.048738636,-0.47160932,-0.36394098,-0.45077193,-0.06287735,-0.01956545,0.43081427,0.42825136,0.15835549,0.24060448,0.13609469,0.8273124,0.09530129,-0.20060383,-0.66656536,0.7266171,-0.30281833,-0.10793805
item_7770,0.31831747,-0.10423771,-0.4527181,0.024069838,0.5088162,0.30907893,-0.016124729,0.35357365,-0.33797055,0.11879225,0.08744128,-0.9353291,0.321347,-0.0882988,0.551575,-0.06693739,0.5026305,-0.39972273,-0.02842532
item_7771,0.2916939,0.07240474,-0.16703744,-0.14623521,-0.21130389,-0.35761765,0.04415542,0.057362624,-0.5503887,0.016984727,0.44855386,-0.3466955,0.35634708,0.22951023,0.19969955,-0.18903624,0.42245337,-0.05595173,-0.4094538
item_7772,0.26787907,0.2865885,-0.17903554,-0.16455106,0.009406507,-0.037738744,-0.2124447,0.21217786,-0.29488695,0.017400559,0.048303157,0.005267187,0.4050885,0.15595622,0.11709479,-0.024274755,0.59305453,-0.12819196,-0.50484
item_7773,0.3101145,-0.3150491,-0.24846092,-0.19991398,0.179642,0.02625656,-0.17476647,0.508503,-0.8020973,-0.12317277,-0.021333199,-0.5514906,0.6450783,-0.0027347314,0.27755556,0.15814468,-0.068026826,-0.1407676,-0.048122738
item_7774,0.58721083,-0.22527473,-0.5556648,0.07229807,-0.37274915,-0.17322865,-0.35573107,0.5072071,-0.42337385,-0.10294623,0.3014747,-0.25619742,0.30086094,-0.53955305,0.14942797,-0.4901277,0.12065231,-0.14058903,-0.05176338
item_7775,0.014377699,0.02391888,-0.5184927,-0.26830652,0.4259609,-0.10526828,-0.26994842,0.6187986,0.08471576,0.12902689,0.2710502,0.3133637,-0.17393512,0.12544163,-0.0633584,-0.36220184,0.27732235,-0.32379347,-0.43600532
item_7776,-0.08239782,0.0070254025,-0.4318529,0.039904095,-0.009975339,0.70112896,-0.042760223,0.59268785,-0.62558407,0.34922862,-0.15228336,-0.10430815,0.3039231,-0.018773694,-0.12869337,-0.5267539,0.2706439,-0.10198499,-0.4084301
item_7777,0.4495344,0.019574832,-0.11499249,-0.2061798,-0.13552031,-0.20313235,0.1154916,0.25400198,-0.6098631,0.0935583,0.5513222,-0.2541822,0.68905956,-0.014763746,-0.094530955,-0.41585952,0.16596122,-0.18460076,-0.40329158
item_7778,0.19560552,0.05861534,-0.19746095,-0.3158678,-0.1154428,-0.15164204,-0.00799123,0.41744137,-0.6740459,0.27297717,-0.20319754,0.010161817,0.16616206,-0.0798342,-0.10345447,-0.45491806,0.49514452,-0.28403425,-0.08839016
item_7779,0.18303941,0.17748335,-0.115992635,0.26253828,0.5483101,-0.16860633,-0.024000168,-0.3433722,0.41372088,0.031612266,0.11230574,-0.36223474,0.31750348,0.20737603,0.42813337,-0.048869416,0.67278224,-0.41272458,-0.01839866
item_7780,0.3713406,-0.12196853,-0.4124681,-0.039213993,-0.6105207,0.36973727,0.09693822,0.20744812,-0.20106328,0.023862084,-0.23162109,0.27758348,0.687535,-0.032665927,0.08646898,-0.040272348,-0.40962756,-0.13211064,-0.088430695
item_7781,0.21363299,-0.0007043747,-0.17291585,-0.15825929,-0.06800583,0.25162715,0.25068027,0.29288015,-0.453833,0.2566773,0.17961632,-0.00035935134,0.4647615,-0.123230256,0.29884183,0.24150814,0.14136524,-0.33955193,-0.25721565
item_7782,0.26489678,-0.11557273,-0.3111167,0.10098303,-0.11543734,-0.26857182,-0.12110545,0.11733662,-0.1140341,-0.015286239,0.3483241,-0.34726813,0.2956714,-0.34931535,-0.17711851,-0.630781,0.3477895,-0.3030649,0.019577855
item_7783,-0.17000811,-0.43690452,-0.54817414,0.048214454,-0.30524644,0.32347542,-0.105353124,-0.19673015,0.18532972,-0.1844336,0.11927733,0.6887383,0.893374,-0.2552478,0.45830828,-0.71517265,0.11757135,-0.5501043,-0.19256379
item_7784,-0.47197267,0.40832597,0.017588936,-0.5451049,0.3011921,-0.11683201,-0.12384454,0.012796914,0.24779417,0.25366333,0.42858434,0.14648846,-0.31592965,0.1138921,-0.16070244,0.31973773,0.21447265,-0.097128965,0.044866383
item_7785,0.24891575,0.22069554,-0.47234163,-0.11742926,-0.12201964,0.034921657,-0.2196948,0.21604834,-0.47065538,-0.09906482,0.29315326,-0.064765476,0.5183639,0.42379913,0.0071105855,-0.3369954,0.45264006,-0.06945234,-0.33655632
item_7786,0.24097815,0.23874328,0.06975779,-0.21037722,-0.0076287263,-0.56088525,0.18605536,-0.05360238,-0.5184707,0.41189498,0.1680692,0.08666389,0.20493765,0.36628285,0.17161101,0.114383444,-0.22930896,-0.29344353,-0.28415123
item_7787,0.39330408,-0.008457818,-0.21964338,-0.1686198,-0.09752243,-0.3222697,0.06268091,0.37816846,-0.1107733,0.08380794,0.16003509,0.22903462,0.105374105,0.4536718,0.1939219,0.30989966,0.41186002,-0.31075612,-0.37424067
item_7788,0.15822044,-0.07749061,-0.2816682,-0.16358778,-0.3337136,-0.54873306,0.015623451,0.15716936,-0.19831187,-0.04259979,0.29006925,-0.087288976,0.27502385,0.16203655,-0.23390943,-0.13673446,0.060785424,-0.090826936,-0.30189636
item_7789,-0.10978506,0.096777976,-0.086032234,0.11907113,-0.3784733,0.10501358,0.049863596,0.27043965,-0.061508097,0.036578692,0.049684163,0.009757785,-0.0939052,-0.3126735,0.4954636,0.2372075,0.041860003,-0.25780943,-0.10466046
item_7790,0.19719405,-0.18992266,-0.53965646,-0.11102971,-0.03154566,-0.36807656,-0.2031571,0.17912,-0.19452205,0.11014201,0.43655583,-0.4554988,-0.6609151,-0.15678328,-0.25724202,-0.1261835,0.30531043,-0.31297252,-0.30771062
item_7791,0.18404685,0.24262327,-0.49235034,-0.20750389,0.24390523,-0.37470078,0.0029973928,0.29335737,-0.38248006,0.24289644,0.006417971,-0.42567042,-0.06819008,-0.085982494,0.15979832,-0.16455203,0.31678352,-0.12717137,-0.29604065
item_7792,0.4324563,0.10372627,-0.5977257,-0.17346112,0.085919455,-0.41274682,0.35144633,0.5680117,-0.32309332,0.02300629,0.038648933,-0.09451974,0.36708832,-0.1776484,0.6459601,0.20814678,0.00530156,-0.3057054,-0.20474984
item_7793,-0.027145104,-0.17205064,-0.18588552,-0.33588687,0.15423909,-0.36443293,-0.07056453,0.40959224,-0.14993589,0.15912391,0.3820259,-0.39078632,-0.5035161,0.06214057,0.076140374,-0.93122345,0.5097779,-0.42279467,-0.4270447
item_7794,0.17057543,-0.33191243,-0.5181929,-0.47272873,-0.3258296,-0.0029351467,0.052847195,0.42491034,-0.5830421,0.3524815,0.2923721,0.70595264,0.27799264,0.31035554,0.11333425,0.13162133,0.31324103,-0.6568675,-0.72312975
item_7795,-0.08215042,-0.44621292,-0.81878567,-0.12577462,-0.032356642,-0.14847805,0.08654604,0.33894002,-0.54874355,-0.10602715,0.089778475,-0.2916658,0.29478934,-0.08334718,0.17768496,-0.4352316,0.2828743,-0.08609465,-0.1993005
item_7796,0.06848687,-0.14642939,-0.29598898,-0.13519706,0.02588055,-0.352729,0.10962638,0.20391017,-0.3831495,0.16272661,0.2939583,-0.10154264,0.63956916,-0.09519291,0.104526944,0.09120446,0.59773123,-0.27878037,-0.14800453
item_7797,-0.25803727,-0.3161117,0.1652999,0.2514094,0.22852902,-0.061137464,0.14215033,0.49824455,-0.07611594,-0.054436438,0.34916562,-0.23608848,0.71365947,0.2411089,0.23071906,0.12489406,0.7044175,-0.122147694,-0.31442097
item_7798,0.16235256,-0.04285016,-0.15035976,-0.25421062,-0.035940908,-0.13012688,-0.037959706,0.15854259,-0.61234266,0.18035989,0.250867,-0.20779455,0.3992895,-0.029261187,0.065276675,-0.5200417,0.75377184,-0.067109,-0.15963589
item_7799,0.39784065,0.19533923,0.17206365,-0.08943235,0.0073589925,-0.027206486,0.17196327,0.23285522,-0.70747125,0.21532843,-0.013095461,-0.08500277,0.3341684,0.12788685,0.21243323,-0.19311048,0.3969204,-0.18422426,-0.032993104
item_7800,-0.19314913,-0.0156769,-0.17077127,0.17213991,0.29526794,-0.16142353,0.1550012,0.037112113,-0.018590707,0.15514322,0.2231224,-0.16264838,-0.026703775,0.24048993,0.24994205,0.059282795,0.56697273,-0.23693289,-0.1002756
item_7801,0.0021388358,-0.053215165,-0.037005235,0.5350805,0.39623487,0.029921072,0.37201655,0.12581311,-0.29926172,0.11581848,0.09894186,-0.08395323,-0.2246788,-0.15228166,-0.2854582,-0.16868728,-0.033004377,0.2282628,-0.21098992
item_7802,0.083919555,0.26215154,-0.24016668,-0.24256,-0.25525072,0.23430021,-0.26550627,-0.3904598,-0.20900923,0.16304049,0.49361452,0.18738915,-0.15384197,0.11570113,-0.12310976,0.3416782,0.08626707,0.061548907,-0.4045429
item_7803,0.28884244,-0.007252081,-0.32817456,0.029606927,0.19336541,-0.10133217,-0.6082085,0.074233994,-0.43478835,-0.17878406,-0.067373104,0.03460839,0.6324719,-0.42452028,0.06874315,-0.02615453,0.40598768,-0.39979714,-0.3308613
item_7804,0.0958617,-0.19933459,-0.2582552,-0.3416614,0.009173608,-0.40075335,-0.22864124,0.031928517,-0.5356453,0.17039499,-0.006028595,-0.25123388,0.5970931,0.08360574,-0.7175947,-0.16935441,0.38212714,-0.2115312,-0.21170278
item_7805,0.567301,-0.22753343,-0.051036753,-0.17251514,0.48639876,0.42107016,0.05569953,-0.19910903,0.3075385,0.073640175,0.19155963,-0.23464794,0.3039404,0.013580099,-0.24795982,-0.13521379,0.34785202,-0.043614406,-0.43718803
item_7806,0.19170265,-0.38634402,-0.082769774,-0.07795556,-0.35633862,-0.033986762,0.018495843,0.43616712,-0.27662173,0.38381833,-0.18570846,0.010972882,0.075938724,-0.19703619,-0.23228538,-0.18498115,0.24760306,0.16932741,-0.26739928
item_7807,0.075561374,-0.5405213,0.22874828,-0.3183941,0.17244546,-0.114173055,-0.12649697,-0.49657193,0.22960117,-0.20076388,0.19595926,0.6846266,0.050239425,0.31760073,-0.33620742,0.13777065,0.008606781,-0.2991686,0.056486804
item_7808,0.16465963,-0.28471613,0.094644144,-0.17682874,0.14633368,0.14832892,-0.03026039,-0.26080248,0.28320903,-0.16813484,-0.22096668,-0.10165572,-0.010302862,0.099887155,-0.15252538,0.11368715,0.35056397,-0.13190518,0.11798818
item_7809,-0.26903644,0.7539938,-0.46495646,0.3343674,0.13532971,0.2264176,-0.03356691,-0.0019382583,-0.14757824,-0.14420907,-0.12630853,0.27627948,0.19988133,-0.28128925,0.015848577,0.29840082,-0.6022046,0.25423583,0.02505517
item_7810,-0.09664829,0.39050972,-0.24431217,0.26042056,-0.66930425,-0.07021073,0.27305844,0.31073946,-0.31848985,0.394752,0.24894924,0.023586612,-0.3853275,0.0292988,-0.06139315,-0.7659542,-0.25982347,-0.059206054,0.073663495
item_7811,-0.05661404,0.3297274,-0.21985775,0.14603588,-0.070563175,0.37818247,0.23183385,-0.43686303,-0.12448146,0.37125495,-0.14334045,0.060330395,-0.44478515,-0.024615593,0.10282251,-0.19244908,-0.37871858,-0.12733288,-0.19971515
item_7812,0.2716644,-0.2968233,0.049351018,-0.08052996,0.85660625,-0.6785258,-0.9935926,0.6288428,-0.055867244,-0.16781104,-0.084170714,0.62284005,0.5185578,-0.029844213,0.16753608,0.7485432,-0.32399598,0.17274332,0.13797219
item_7813,0.17943665,0.3107935,-0.17235714,0.20029165,-0.23145449,0.1276569,0.4058018,-0.2317158,-0.13122748,0.26308143,-0.72016585,-0.2557169,-0.3736754,-0.057361722,0.009945644,-0.5786693,-0.29532355,-0.06046222,-0.10946453
item_7814,0.3967575,-0.3620617,-0.02929554,-0.6233757,-0.22165771,0.060943063,-0.011762498,-0.21697839,0.2165692,-0.4270325,0.006798788,0.26545206,-0.1688856,-0.062836915,-0.3516159,-0.4348898,0.078538656,0.21558444,-0.014426716
item_7815,-0.2847429,-0.23050652,-0.07785179,-0.47825757,0.3235569,-0.2968439,-0.023618806,-0.13746333,0.030371303,0.011711979,0.61263996,-0.15669596,-0.6444573,-0.23200047,-0.19936484,0.38589352,-0.26506877,-0.35719433,-0.36279434
item_7816,-0.029263878,0.008935359,-0.3019667,0.48645267,0.48587045,0.054030463,0.38007697,-0.27671242,-0.22340925,0.43016097,-0.41695294,0.2880434,-0.49086455,-0.31967774,-0.13415024,0.1233217,-0.78952605,-0.43093938,-0.17161125
item_7817,-0.46836448,0.39744598,-0.30181387,0.24956016,-0.2810883,0.15059811,0.4357185,0.08966436,0.3780348,0.5456427,-0.4785893,0.35414323,0.27708372,-0.025484405,-0.011389155,0.1780018,-0.5364227,-0.2421033,0.120209076
item_7818,0.4729176,0.100154944,0.05453374,-0.10281554,-0.5113002,-0.04499834,-0.12120584,0.8139037,0.55236554,0.09020927,0.1317635,-0.15300304,0.21009985,-0.15434168,-0.57760227,0.31733847,-0.6175169,0.15691763,-0.23499997
item_7819,0.009261483,0.16244228,-0.014681473,0.085316665,-0.04090356,-0.51149625,-0.1726282,0.015755236,-0.17911828,0.41823587,-0.35662746,-0.17678998,-0.6162554,-0.4966264,0.15528691,-0.54765993,-0.14824057,-0.32285154,-0.30858922
item_7820,-0.23558472,0.4577178,-0.056652952,-0.22021948,-0.73711926,0.35080376,0.118777595,-0.013107774,0.08613147,0.39131257,-0.15232779,-0.2682046,-0.11647878,-0.007928651,-0.23303711,-0.33606228,0.054228112,0.25755697,0.18732601
item_7821,-0.16898042,-0.27123275,-0.10898642,-0.26105073,0.15035358,-0.58785576,-0.17111155,-0.023381412,0.14457245,-0.24056613,0.3951523,0.18542272,-0.11716836,0.24547845,-0.18269233,0.13521007,0.63680494,-0.2537329,0.1547667
item_7822,0.15360819,-0.30500415,0.19731334,0.010435935,0.029249104,-0.23709123,-0.40025502,0.3978506,0.5608031,-0.33936453,0.54665816,0.1538974,0.3264608,0.36955473,-0.14233714,0.37540773,0.08632195,0.07647733,-0.22533017
item_7823,-0.08342139,0.25579062,0.15332314,0.48070702,0.51336527,0.509369,-0.14641538,0.2270234,0.018792689,0.10529339,-0.21046121,0.44862756,0.25378224,-0.0019100906,-0.06462231,0.28774455,-0.09880894,-0.24477096,0.34080717
item_7824,0.52213395,0.28971356,0.1399472,-0.44869238,0.040617924,-0.4138553,-0.43944633,-0.077675164,0.7308419,-0.063083164,0.37941107,-0.18285878,0.26832637,-0.068554945,-0.00960766,0.1474304,0.61672616,-0.030355766,-0.13875122
item_7825,-0.09839134,0.4533766,-0.21108758,0.1996958,-0.28634462,0.29320565,0.39754608,-0.04393255,-0.5605336,-0.1551858,-0.18753645,-0.1145101,0.26937371,0.19337961,0.38508022,-0.09553201,-0.16394605,0.0055616554,0.22506659
item_7826,0.47734478,-0.51933086,-0.17433928,0.24161668,0.28935203,-0.7969557,-0.49917173,-0.12028771,0.06770349,0.11745106,0.31382206,-0.19651076,0.19009396,-0.17482004,-0.29402944,-0.15041246,0.25013787,-0.13325559,0.2144188
item_7827,-0.43003258,-0.42789847,0.06818574,-0.14817101,-0.5501521,-0.066812925,0.21186885,0.6282324,0.059349284,-0.17943747,0.18863244,-0.04171279,0.02405194,-0.14863285,-0.19622356,0.80150366,-0.69093984,-0.27181807,-0.35274017
item_7828,-0.30700892,-0.5084646,0.028577033,-0.13043751,-0.3814608,-0.03734943,-0.09765003,0.21049674,-0.5397563,-0.18377012,0.022316309,0.65990436,0.06037561,-0.3435026,-0.23831119,-0.38525882,-0.114657626,-0.3586757,-0.10356243
item_7829,-0.21087535,-0.08437323,-0.4085951,-0.56686974,0.2721435,-0.73009044,-0.5445579,0.34345868,0.01825139,0.035651214,0.44413644,0.29616183,0.008385694,-0.13461262,-0.5623178,0.45957294,-0.018599797,-0.12537265,0.21290614
item_7830,0.5473568,-0.20620494,-0.24563989,-0.19735025,0.44908193,0.21848574,-0.26657653,0.39218485,-0.068445124,-0.53497857,-0.13869148,0.12573901,0.18832389,0.33833316,-0.3160779,0.23064901,0.2041949,-0.3519779,0.15172979
item_7831,0.1664716,-0.1347656,-0.14295802,0.020065298,-0.05341771,-0.38907275,0.36502647,-0.012343817,0.22774212,-0.11394611,0.38769054,-0.3760297,0.122639276,0.06004246,-0.2558524,-0.19326659,0.31613928,-0.18540627,-0.07507367
item_7832,-0.31613156,0.35752186,-0.023807129,0.083652616,-0.09195756,0.019133471,-0.017537031,0.19223326,-0.14043011,0.28347227,-0.103567325,-0.07800355,-0.11790686,-0.20981428,0.14009087,-0.032083724,0.064412795,0.0059779524,-0.085895516
item_7833,-0.122742996,-0.3374607,0.2047013,-0.37661397,0.053331234,-0.5318022,-0.05618939,0.23463726,0.25225323,-0.12427815,0.37366793,-0.035753306,0.17411609,0.20518884,-0.41821048,0.34802052,0.087225415,0.08469057,-0.114943475
item_7834,0.20288809,-0.2334858,-0.1446442,0.0035416384,0.36073396,-0.2016985,-0.3520862,0.15952522,0.6421576,-0.48868218,0.46331796,0.16764376,-0.110105924,0.27002248,-0.21427062,-0.17912887,0.5360562,0.020918272,-0.065547116
item_7835,-0.12506281,0.34141377,-0.0534074,0.66820925,-0.16853473,0.105544254,0.31391206,0.27788207,-0.59751153,-0.25682607,-0.037683617,-0.16785578,0.0799062,-0.30326384,0.34533063,-0.09033684,-0.6821293,0.3659317,-0.39848027
item_7836,0.3373807,0.4504572,-0.07901532,0.36747435,-0.17941588,0.71422386,0.07805784,-0.23949665,-0.091904014,-0.08289662,-0.058057886,0.4643087,0.45372784,0.051902387,0.2609717,-0.636139,-0.5390424,0.382624,0.29082388
item_7837,0.44172674,-0.19029139,-0.2097335,0.00959094,0.43547532,0.123113684,0.24453281,0.7039451,0.2848886,-0.4993418,0.28936234,0.46939978,-0.20687301,0.27755404,0.12937415,0.0039310176,-0.6406756,0.086098194,0.41061777
item_7838,-0.1443523,0.3816251,-0.015272933,-0.18359941,-0.3323933,0.16265407,-0.1964083,0.26925144,-0.006124965,-0.26493767,0.15296908,0.7212833,-0.08040642,0.05553708,-0.29892114,-0.34789062,0.036644854,0.04745248,0.3476219
item_7839,0.27101424,0.10626943,0.18921262,-0.38163704,0.28055602,-0.19488221,-0.5102376,0.29501528,-0.014592604,-0.43969887,0.3159798,0.6865855,-0.19164349,-0.39653295,-0.054006893,-0.015237279,-0.3497868,-0.33458498,0.1783389
item_7840,-0.10006738,-0.57059413,0.07698556,-0.08915526,-0.01978238,0.29068008,-0.26857942,0.46023515,-0.21788692,0.16796492,0.22340044,0.43737754,-0.124750845,-0.5255051,-0.32479823,-0.69789356,0.18220545,0.45120302,0.2176032
item_7841,0.3455416,0.47050327,-0.2831436,0.102854,0.35635448,0.37663805,-0.31959802,0.21714398,-0.19035216,-0.25631836,0.24238922,0.15202901,-0.13820839,0.15118024,0.049271584,-0.0834637,-0.23096687,0.24034806,0.37630945
item_7842,0.19129768,-0.18756539,-0.21835524,-0.35975033,-0.05626382,0.04323116,-0.18154933,0.3171725,0.105880134,-0.34030184,0.115893014,-0.19147943,0.027548866,0.07778598,-0.0023574561,-0.46554118,0.39848807,0.30633336,0.15700743
item_7843,-0.26386034,0.060321342,0.29606566,0.08518805,0.25948647,0.08833367,0.11117952,0.0049878876,-0.053814642,-0.1389833,-0.08665395,0.11678885,0.2822987,-0.2095288,0.04514337,-0.40661907,0.025467977,0.16533288,0.002712487
